center_x,center_y,center_z,cost,num_nodes
0.0,0.0,0.0,inf,0
0.0,0.0,0.1111111111111111,inf,0
0.0,0.0,0.2222222222222222,inf,0
0.0,0.0,0.3333333333333333,inf,0
0.0,0.0,0.4444444444444444,inf,0
0.0,0.0,0.5555555555555556,inf,0
0.0,0.0,0.6666666666666666,inf,0
0.0,0.0,0.7777777777777777,inf,0
0.0,0.0,0.8888888888888888,inf,0
0.0,0.0,1.0,inf,0
0.1111111111111111,0.0,0.0,inf,0
0.1111111111111111,0.0,0.1111111111111111,inf,0
0.1111111111111111,0.0,0.2222222222222222,inf,0
0.1111111111111111,0.0,0.3333333333333333,inf,0
0.1111111111111111,0.0,0.4444444444444444,inf,0
0.1111111111111111,0.0,0.5555555555555556,inf,0
0.1111111111111111,0.0,0.6666666666666666,inf,0
0.1111111111111111,0.0,0.7777777777777777,inf,0
0.1111111111111111,0.0,0.8888888888888888,inf,0
0.1111111111111111,0.0,1.0,inf,0
0.2222222222222222,0.0,0.0,inf,0
0.2222222222222222,0.0,0.1111111111111111,inf,0
0.2222222222222222,0.0,0.2222222222222222,inf,0
0.2222222222222222,0.0,0.3333333333333333,inf,0
0.2222222222222222,0.0,0.4444444444444444,inf,0
0.2222222222222222,0.0,0.5555555555555556,inf,0
0.2222222222222222,0.0,0.6666666666666666,inf,0
0.2222222222222222,0.0,0.7777777777777777,inf,0
0.2222222222222222,0.0,0.8888888888888888,inf,0
0.2222222222222222,0.0,1.0,inf,0
0.3333333333333333,0.0,0.0,inf,0
0.3333333333333333,0.0,0.1111111111111111,inf,0
0.3333333333333333,0.0,0.2222222222222222,inf,0
0.3333333333333333,0.0,0.3333333333333333,inf,0
0.3333333333333333,0.0,0.4444444444444444,inf,0
0.3333333333333333,0.0,0.5555555555555556,inf,0
0.3333333333333333,0.0,0.6666666666666666,inf,0
0.3333333333333333,0.0,0.7777777777777777,inf,0
0.3333333333333333,0.0,0.8888888888888888,inf,0
0.3333333333333333,0.0,1.0,inf,0
0.4444444444444444,0.0,0.0,inf,0
0.4444444444444444,0.0,0.1111111111111111,inf,0
0.4444444444444444,0.0,0.2222222222222222,inf,0
0.4444444444444444,0.0,0.3333333333333333,inf,0
0.4444444444444444,0.0,0.4444444444444444,inf,0
0.4444444444444444,0.0,0.5555555555555556,inf,0
0.4444444444444444,0.0,0.6666666666666666,inf,0
0.4444444444444444,0.0,0.7777777777777777,51.93066889501158,30
0.4444444444444444,0.0,0.8888888888888888,inf,0
0.4444444444444444,0.0,1.0,inf,0
0.5555555555555556,0.0,0.0,inf,0
0.5555555555555556,0.0,0.1111111111111111,58.64436480673985,30
0.5555555555555556,0.0,0.2222222222222222,inf,0
0.5555555555555556,0.0,0.3333333333333333,inf,0
0.5555555555555556,0.0,0.4444444444444444,inf,0
0.5555555555555556,0.0,0.5555555555555556,inf,0
0.5555555555555556,0.0,0.6666666666666666,54.5740384331675,30
0.5555555555555556,0.0,0.7777777777777777,inf,0
0.5555555555555556,0.0,0.8888888888888888,inf,0
0.5555555555555556,0.0,1.0,inf,0
0.6666666666666666,0.0,0.0,inf,0
0.6666666666666666,0.0,0.1111111111111111,53.62576823097686,30
0.6666666666666666,0.0,0.2222222222222222,55.730481721636124,30
0.6666666666666666,0.0,0.3333333333333333,57.29234196927086,30
0.6666666666666666,0.0,0.4444444444444444,57.22039189455903,30
0.6666666666666666,0.0,0.5555555555555556,55.08291120371595,30
0.6666666666666666,0.0,0.6666666666666666,53.92983092177411,30
0.6666666666666666,0.0,0.7777777777777777,inf,0
0.6666666666666666,0.0,0.8888888888888888,inf,0
0.6666666666666666,0.0,1.0,inf,0
0.7777777777777777,0.0,0.0,inf,0
0.7777777777777777,0.0,0.1111111111111111,53.768317895161104,30
0.7777777777777777,0.0,0.2222222222222222,54.301501457014226,30
0.7777777777777777,0.0,0.3333333333333333,54.77272823185172,30
0.7777777777777777,0.0,0.4444444444444444,55.46218320715817,30
0.7777777777777777,0.0,0.5555555555555556,54.535605953473514,30
0.7777777777777777,0.0,0.6666666666666666,54.34041406420651,30
0.7777777777777777,0.0,0.7777777777777777,inf,0
0.7777777777777777,0.0,0.8888888888888888,inf,0
0.7777777777777777,0.0,1.0,inf,0
0.8888888888888888,0.0,0.0,inf,0
0.8888888888888888,0.0,0.1111111111111111,54.421731894351964,30
0.8888888888888888,0.0,0.2222222222222222,54.515335402338174,30
0.8888888888888888,0.0,0.3333333333333333,55.13849218774888,30
0.8888888888888888,0.0,0.4444444444444444,55.21993792920023,30
0.8888888888888888,0.0,0.5555555555555556,54.801148953398595,30
0.8888888888888888,0.0,0.6666666666666666,54.825477089023664,30
0.8888888888888888,0.0,0.7777777777777777,inf,0
0.8888888888888888,0.0,0.8888888888888888,inf,0
0.8888888888888888,0.0,1.0,inf,0
1.0,0.0,0.0,inf,0
1.0,0.0,0.1111111111111111,58.7962652761869,30
1.0,0.0,0.2222222222222222,58.30540449902491,30
1.0,0.0,0.3333333333333333,58.13329016018009,30
1.0,0.0,0.4444444444444444,57.72633441418578,30
1.0,0.0,0.5555555555555556,58.845143082089905,30
1.0,0.0,0.6666666666666666,59.90564662454295,30
1.0,0.0,0.7777777777777777,59.971361319909775,30
1.0,0.0,0.8888888888888888,inf,0
1.0,0.0,1.0,inf,0
